type,latency_ms,key,version,stale
write,18.62,key_6,2,false
write,18.66,key_9,1,false
read,71.32,key_15,3,false
read,71.51,key_7,2,false
read,71.49,key_13,2,false
read,71.48,key_1,3,false
read,71.65,key_9,1,false
read,71.73,key_7,2,false
read,71.76,key_0,1,false
read,73.40,key_0,1,false
read,55.27,key_14,4,false
read,55.44,key_12,4,false
write,0.93,key_6,3,false
read,56.98,key_8,2,false
read,56.95,key_6,3,false
read,56.91,key_16,4,false
read,57.13,key_2,1,false
read,57.33,key_1,3,false
read,54.72,key_0,1,false
read,57.11,key_7,2,false
read,57.42,key_5,0,false
read,55.43,key_9,1,false
read,56.43,key_6,3,false
write,3.22,key_10,5,false
write,9.33,key_10,6,false
read,54.25,key_18,2,false
read,54.48,key_11,4,false
read,54.59,key_8,2,false
read,54.65,key_1,3,false
read,54.49,key_14,4,false
read,58.87,key_10,5,true
read,63.34,key_2,1,false
read,66.51,key_1,3,false
read,63.80,key_1,3,false
read,62.46,key_14,4,false
write,0.75,key_5,1,false
read,51.58,key_3,7,false
read,51.62,key_6,3,false
read,51.67,key_14,4,false
read,51.66,key_14,4,false
read,51.76,key_17,5,false
read,52.16,key_1,3,false
read,51.15,key_1,3,false
read,51.16,key_3,7,false
read,51.92,key_12,4,false
read,53.68,key_0,1,false
read,53.91,key_18,2,false
read,53.90,key_7,2,false
read,53.93,key_5,1,false
read,53.98,key_2,1,false
read,54.02,key_12,4,false
read,53.30,key_10,6,false
read,52.24,key_2,1,false
read,51.53,key_14,4,false
read,53.85,key_4,3,false
read,51.93,key_17,5,false
read,52.81,key_17,5,false
read,52.78,key_12,4,false
read,52.73,key_7,2,false
read,52.74,key_10,6,false
read,52.70,key_12,4,false
read,53.19,key_0,1,false
read,52.48,key_12,4,false
read,52.48,key_15,3,false
write,0.94,key_9,2,false
read,53.02,key_9,2,false
read,53.88,key_10,6,false
read,53.27,key_0,1,false
read,53.26,key_16,4,false
write,1.21,key_7,3,false
read,56.57,key_7,3,false
read,56.74,key_17,5,false
read,56.76,key_13,2,false
read,52.44,key_4,3,false
read,52.08,key_5,1,false
read,52.25,key_6,3,false
read,54.21,key_4,3,false
read,52.19,key_14,4,false
read,51.90,key_0,1,false
read,52.23,key_1,3,false
read,54.64,key_19,2,false
read,56.53,key_19,2,false
read,57.79,key_12,4,false
read,57.75,key_18,2,false
read,53.15,key_19,2,false
write,1.61,key_3,8,false
read,54.66,key_11,4,false
read,51.70,key_1,3,false
write,0.97,key_14,5,false
read,53.35,key_11,4,false
read,52.29,key_13,2,false
read,52.31,key_5,1,false
read,52.18,key_3,8,false
read,52.63,key_6,3,false
read,52.47,key_19,2,false
read,53.94,key_14,5,false
read,51.72,key_3,8,false
read,56.54,key_16,4,false
read,53.34,key_11,4,false
read,53.35,key_1,3,false
read,53.32,key_8,2,false
read,52.31,key_10,6,false
read,53.84,key_17,5,false
read,53.95,key_17,5,false
write,1.39,key_12,5,false
read,53.14,key_12,5,false
read,53.46,key_11,4,false
read,51.91,key_3,8,false
read,52.56,key_19,2,false
read,52.56,key_9,2,false
write,0.65,key_12,6,false
read,54.46,key_16,4,false
read,52.65,key_4,3,false
read,53.11,key_17,5,false
read,56.47,key_13,2,false
read,54.49,key_3,8,false
read,52.03,key_6,3,false
read,52.10,key_3,8,false
read,52.11,key_16,4,false
read,56.54,key_1,3,false
read,55.62,key_19,2,false
read,52.51,key_13,2,false
read,53.14,key_15,3,false
read,53.18,key_11,4,false
read,51.96,key_11,4,false
read,52.38,key_5,1,false
write,2.89,key_8,3,false
read,52.54,key_17,5,false
read,53.84,key_14,5,false
read,54.39,key_16,4,false
read,53.10,key_6,3,false
read,52.33,key_14,5,false
read,52.59,key_11,4,false
read,52.51,key_17,5,false
write,1.39,key_16,5,false
read,54.31,key_16,4,true
read,52.32,key_3,8,false
write,1.80,key_11,5,false
read,52.99,key_3,8,false
read,52.82,key_8,3,false
read,55.77,key_15,3,false
read,53.15,key_16,5,false
read,55.45,key_5,1,false
read,53.70,key_0,1,false
read,53.73,key_0,1,false
read,53.81,key_1,3,false
read,54.15,key_19,2,false
read,55.68,key_12,6,false
read,53.79,key_2,1,false
read,54.01,key_19,2,false
read,53.14,key_3,8,false
read,53.51,key_5,1,false
read,53.32,key_19,2,false
read,53.14,key_3,8,false
write,0.61,key_8,4,false
read,51.97,key_18,2,false
read,54.65,key_18,2,false
read,52.24,key_7,3,false
read,52.24,key_19,2,false
read,56.53,key_4,3,false
read,52.51,key_12,6,false
write,0.87,key_3,9,false
read,53.03,key_3,9,false
read,52.09,key_0,1,false
write,0.79,key_10,7,false
read,56.33,key_12,6,false
read,56.58,key_7,3,false
read,53.02,key_2,1,false
read,52.40,key_11,5,false
read,52.22,key_15,3,false
read,52.24,key_1,3,false
read,55.39,key_0,1,false
read,53.97,key_6,3,false
read,51.79,key_11,5,false
read,51.20,key_19,2,false
read,51.91,key_11,5,false
read,51.96,key_2,1,false
read,52.16,key_16,5,false
read,52.30,key_13,2,false
read,54.59,key_18,2,false
read,51.95,key_7,3,false
read,54.64,key_4,3,false
read,73.87,key_1,3,false
read,77.66,key_14,5,false
read,72.31,key_10,7,false
read,80.55,key_13,2,false
read,79.53,key_16,5,false
read,74.03,key_0,1,false
read,52.86,key_5,1,false
read,52.95,key_7,3,false
read,52.96,key_1,3,false
read,54.48,key_6,3,false
read,53.43,key_18,2,false
read,53.36,key_0,1,false
read,53.39,key_11,5,false
read,53.47,key_3,9,false
read,53.53,key_15,3,false
read,55.98,key_1,3,false
read,55.16,key_14,5,false
read,52.33,key_16,5,false
read,53.09,key_14,5,false
read,51.56,key_3,9,false
read,54.68,key_9,2,false
read,54.79,key_15,3,false
read,54.74,key_13,2,false
read,54.69,key_17,5,false
read,52.86,key_5,1,false
read,57.20,key_5,1,false
write,1.63,key_7,4,false
write,4.25,key_16,6,false
write,4.41,key_6,4,false
write,1.13,key_1,4,false
read,54.24,key_18,2,false
read,52.43,key_6,3,true
read,54.07,key_5,1,false
read,55.19,key_16,6,false
read,53.55,key_13,2,false
read,54.38,key_5,1,false
read,54.59,key_14,5,false
read,52.04,key_0,1,false
read,52.23,key_10,7,false
read,52.38,key_8,4,false
read,54.03,key_6,4,false
read,53.96,key_8,4,false
read,52.37,key_16,6,false
read,52.01,key_1,4,false
read,52.23,key_7,4,false
read,52.43,key_10,7,false
read,52.49,key_7,4,false
read,52.25,key_8,4,false
read,53.81,key_1,4,false
read,54.04,key_7,4,false
read,52.50,key_11,5,false
read,52.55,key_3,9,false
read,52.55,key_10,7,false
read,54.26,key_6,4,false
read,53.74,key_0,1,false
read,53.74,key_11,5,false
read,53.74,key_10,7,false
read,54.02,key_8,4,false
read,52.55,key_2,1,false
read,54.89,key_1,4,false
write,2.98,key_17,6,false
read,53.07,key_17,6,false
read,53.10,key_18,2,false
read,53.09,key_13,2,false
read,52.48,key_11,5,false
read,53.88,key_13,2,false
read,53.88,key_15,3,false
read,55.25,key_16,6,false
read,52.35,key_19,2,false
read,52.18,key_18,2,false
read,51.92,key_4,3,false
read,52.02,key_2,1,false
read,52.12,key_9,2,false
read,52.68,key_1,4,false
read,51.76,key_10,7,false
write,0.85,key_9,3,false
write,0.56,key_6,5,false
read,52.62,key_0,1,false
read,52.43,key_2,1,false
read,52.86,key_8,4,false
read,56.27,key_6,5,false
read,56.27,key_10,7,false
read,55.91,key_12,6,false
write,2.21,key_4,4,false
read,52.72,key_3,9,false
read,52.72,key_4,3,true
read,52.80,key_18,2,false
read,51.76,key_1,4,false
read,52.42,key_8,4,false
read,52.66,key_5,1,false
read,52.61,key_8,4,false
read,56.45,key_18,2,false
write,0.71,key_19,3,false
read,56.96,key_9,3,false
read,52.68,key_2,1,false
read,51.64,key_10,7,false
read,52.60,key_17,6,false
read,51.87,key_5,1,false
read,54.95,key_2,1,false
read,51.93,key_4,4,false
read,52.23,key_15,3,false
read,52.77,key_13,2,false
read,52.48,key_16,6,false
write,0.94,key_8,5,false
read,52.47,key_9,3,false
read,55.71,key_13,2,false
read,52.69,key_11,5,false
read,52.95,key_4,4,false
read,53.98,key_2,1,false
write,2.57,key_2,2,false
read,55.14,key_15,3,false
read,52.85,key_1,4,false
read,53.30,key_12,6,false
read,52.49,key_10,7,false
read,52.94,key_3,9,false
read,52.69,key_4,4,false
read,52.07,key_18,2,false
read,51.93,key_16,6,false
read,64.67,key_19,3,false
read,52.75,key_18,2,false
read,52.63,key_10,7,false
read,53.13,key_17,6,false
read,52.51,key_8,5,false
read,55.77,key_19,3,false
read,52.40,key_16,6,false
read,56.11,key_11,5,false
read,53.22,key_6,5,false
read,54.45,key_3,9,false
read,55.12,key_12,6,false
read,52.05,key_18,2,false
read,54.56,key_3,9,false
read,52.78,key_8,5,false
read,54.23,key_7,4,false
read,52.60,key_13,2,false
read,52.98,key_13,2,false
read,53.16,key_12,6,false
read,51.80,key_8,5,false
read,52.27,key_12,6,false
read,53.26,key_4,4,false
read,53.00,key_15,3,false
write,2.77,key_1,5,false
read,56.34,key_19,3,false
read,53.04,key_8,5,false
read,56.31,key_12,6,false
read,52.19,key_10,7,false
read,52.60,key_11,5,false
read,52.82,key_13,2,false
read,53.47,key_7,4,false
write,0.70,key_1,6,false
read,52.78,key_2,2,false
read,54.04,key_16,6,false
write,0.63,key_2,3,false
read,54.47,key_14,5,false
write,0.52,key_7,5,false
read,53.79,key_13,2,false
read,53.21,key_0,1,false
read,51.68,key_17,6,false
read,52.38,key_15,3,false
read,52.86,key_2,3,false
read,52.98,key_10,7,false
read,52.09,key_13,2,false
read,53.06,key_6,5,false
write,2.90,key_14,6,false
read,53.06,key_15,3,false
read,56.55,key_8,5,false
read,52.98,key_2,3,false
write,0.73,key_13,3,false
read,52.70,key_17,6,false
read,52.55,key_3,9,false
read,53.25,key_18,2,false
read,51.83,key_7,5,false
read,53.07,key_7,5,false
read,51.75,key_19,3,false
read,52.16,key_8,5,false
read,55.42,key_14,6,false
read,53.10,key_1,6,false
read,56.31,key_18,2,false
read,52.88,key_7,5,false
write,0.63,key_13,4,false
read,55.26,key_3,9,false
read,52.11,key_6,5,false
read,51.56,key_17,6,false
read,52.90,key_18,2,false
read,51.52,key_17,6,false
read,52.81,key_15,3,false
read,52.52,key_9,3,false
read,56.07,key_16,6,false
read,51.83,key_8,5,false
read,52.69,key_11,5,false
read,54.84,key_8,5,false
read,51.76,key_0,1,false
read,55.64,key_7,5,false
read,53.04,key_0,1,false
write,0.92,key_17,7,false
read,55.14,key_12,6,false
read,51.97,key_15,3,false
read,52.95,key_1,6,false
read,53.26,key_15,3,false
read,54.12,key_18,2,false
read,57.14,key_9,3,false
read,53.83,key_12,6,false
read,52.47,key_1,6,false
read,52.52,key_6,5,false
write,1.91,key_3,10,false
read,52.02,key_1,6,false
write,1.14,key_10,8,false
read,53.48,key_14,6,false
read,54.43,key_10,7,true
read,54.61,key_17,7,false
read,52.06,key_14,6,false
read,53.17,key_18,2,false
read,52.77,key_8,5,false
read,56.75,key_7,5,false
read,54.25,key_13,4,false
read,52.39,key_10,8,false
read,53.77,key_7,5,false
read,52.42,key_15,3,false
read,52.55,key_4,4,false
read,59.71,key_17,7,false
read,53.39,key_17,7,false
read,51.65,key_11,5,false
write,0.75,key_18,3,false
read,52.64,key_8,5,false
read,57.85,key_10,8,false
read,57.83,key_5,1,false
read,58.19,key_2,3,false
read,60.52,key_10,8,false
read,51.97,key_10,8,false
read,55.86,key_1,6,false
read,52.78,key_9,3,false
read,52.94,key_18,3,false
read,53.01,key_6,5,false
read,52.58,key_3,10,false
read,51.38,key_1,6,false
read,54.19,key_3,10,false
read,51.70,key_16,6,false
read,54.48,key_17,7,false
read,54.07,key_16,6,false
read,51.50,key_12,6,false
read,52.95,key_8,5,false
read,54.85,key_8,5,false
read,52.00,key_18,3,false
read,55.20,key_18,3,false
read,52.98,key_0,1,false
read,52.69,key_12,6,false
read,52.98,key_6,5,false
read,52.99,key_13,4,false
read,52.10,key_10,8,false
read,52.61,key_12,6,false
read,53.00,key_1,6,false
read,51.97,key_11,5,false
read,55.08,key_8,5,false
read,53.92,key_17,7,false
read,54.01,key_8,5,false
read,53.94,key_0,1,false
read,54.11,key_4,4,false
read,55.29,key_12,6,false
read,52.18,key_11,5,false
read,51.95,key_2,3,false
write,2.83,key_13,5,false
read,51.84,key_11,5,false
read,51.98,key_5,1,false
write,0.71,key_4,5,false
read,54.84,key_14,6,false
read,54.61,key_11,5,false
read,52.91,key_6,5,false
read,54.16,key_7,5,false
read,54.28,key_12,6,false
write,1.19,key_12,7,false
read,56.11,key_11,5,false
write,0.67,key_11,6,false
read,51.40,key_13,5,false
read,53.15,key_17,7,false
read,51.73,key_9,3,false
read,51.83,key_15,3,false
read,52.62,key_16,6,false
read,54.18,key_10,8,false
read,60.34,key_19,3,false
read,57.09,key_2,3,false
read,57.19,key_8,5,false
read,56.03,key_13,5,false
read,53.68,key_5,1,false
read,55.43,key_15,3,false
read,53.45,key_9,3,false
read,53.45,key_12,7,false
read,53.46,key_14,6,false
read,53.56,key_18,3,false
read,53.45,key_19,3,false
read,53.35,key_18,3,false
read,54.07,key_13,5,false
read,53.61,key_8,5,false
read,55.58,key_11,6,false
read,52.87,key_15,3,false
read,53.11,key_2,3,false
read,53.12,key_7,5,false
read,54.62,key_10,8,false
read,54.00,key_14,6,false
read,53.97,key_2,3,false
read,52.52,key_5,1,false
read,54.08,key_19,3,false
read,53.97,key_13,5,false
read,53.94,key_4,5,false
write,3.48,key_19,4,false
read,53.10,key_14,6,false
read,51.39,key_1,6,false
read,53.00,key_15,3,false
read,53.00,key_9,3,false
read,55.98,key_0,1,false
read,59.36,key_4,5,false
read,55.83,key_9,3,false
read,59.47,key_12,7,false
read,59.53,key_0,1,false
read,59.41,key_16,6,false
read,59.26,key_6,5,false
write,1.84,key_2,4,false
read,53.41,key_16,6,false
read,54.19,key_6,5,false
read,54.45,key_8,5,false
write,1.00,key_17,8,false
read,55.81,key_17,8,false
read,56.03,key_17,8,false
read,56.11,key_16,6,false
read,56.31,key_14,6,false
read,57.25,key_17,7,true
read,57.29,key_10,8,false
read,55.50,key_10,8,false
read,54.53,key_17,8,false
read,53.90,key_1,6,false
read,56.20,key_4,5,false
read,56.51,key_0,1,false
read,55.30,key_10,8,false
read,56.60,key_0,1,false
read,56.35,key_7,5,false
read,54.33,key_3,10,false
read,54.63,key_18,3,false
read,56.64,key_7,5,false
write,4.51,key_6,6,false
read,60.00,key_6,5,true
read,59.88,key_13,5,false
read,60.92,key_0,1,false
read,55.67,key_2,4,false
read,55.64,key_7,5,false
read,55.58,key_7,5,false
read,67.51,key_4,5,false
read,67.76,key_7,5,false
read,62.41,key_8,5,false
read,67.85,key_1,6,false
read,63.42,key_17,8,false
read,62.42,key_7,5,false
read,62.57,key_19,4,false
read,57.00,key_3,10,false
read,57.00,key_5,1,false
read,53.72,key_13,5,false
read,53.67,key_2,4,false
read,53.60,key_13,5,false
read,55.27,key_11,6,false
read,55.96,key_11,6,false
read,55.65,key_15,3,false
read,68.47,key_12,7,false
read,56.17,key_3,10,false
write,1.00,key_5,2,false
write,1.04,key_6,7,false
read,52.82,key_19,4,false
read,57.34,key_12,7,false
read,53.71,key_8,5,false
read,53.71,key_7,5,false
read,54.20,key_3,10,false
read,52.57,key_2,4,false
read,53.43,key_7,5,false
read,52.92,key_12,7,false
read,52.78,key_18,3,false
read,56.52,key_17,8,false
read,53.37,key_17,8,false
read,52.82,key_12,7,false
read,52.64,key_14,6,false
read,54.18,key_14,6,false
read,54.11,key_0,1,false
read,54.65,key_2,4,false
read,52.43,key_6,7,false
read,52.79,key_4,5,false
read,53.53,key_2,4,false
read,51.82,key_13,5,false
read,53.60,key_4,5,false
read,57.53,key_14,6,false
read,54.19,key_7,5,false
read,53.35,key_6,7,false
read,53.91,key_3,10,false
read,53.81,key_13,5,false
read,53.86,key_9,3,false
read,53.95,key_3,10,false
read,54.71,key_6,7,false
read,53.28,key_17,8,false
write,3.46,key_12,8,false
read,57.73,key_18,3,false
read,57.78,key_6,7,false
read,53.71,key_15,3,false
read,53.75,key_13,5,false
read,54.03,key_19,4,false
read,54.05,key_18,3,false
read,55.17,key_5,2,false
read,55.41,key_8,5,false
read,52.54,key_17,8,false
read,54.28,key_1,6,false
read,53.74,key_3,10,false
read,54.82,key_16,6,false
read,58.20,key_15,3,false
read,56.78,key_17,8,false
read,58.04,key_0,1,false
read,56.49,key_4,5,false
read,58.80,key_0,1,false
read,57.30,key_19,4,false
read,58.72,key_17,8,false
read,55.76,key_16,6,false
write,1.40,key_9,4,false
read,58.67,key_2,4,false
read,59.81,key_5,2,false
read,53.79,key_3,10,false
read,55.71,key_4,5,false
