type,latency_ms,key,version,stale
read,60.13,key_9,1,false
read,60.26,key_13,3,false
read,60.14,key_13,3,false
read,60.22,key_10,4,false
read,62.03,key_3,1,false
read,62.22,key_0,1,false
read,63.08,key_6,4,false
read,65.12,key_7,1,false
read,65.12,key_12,2,false
read,57.78,key_4,4,false
read,54.84,key_7,1,false
read,55.92,key_9,1,false
read,52.86,key_16,5,false
read,55.95,key_13,3,false
read,57.78,key_11,2,false
read,57.94,key_7,1,false
read,57.96,key_1,1,false
read,53.01,key_9,1,false
read,53.69,key_1,1,false
read,53.55,key_9,2,false
read,53.75,key_11,2,false
read,53.78,key_15,3,false
read,53.70,key_16,5,false
read,53.73,key_18,7,false
read,57.13,key_0,1,false
read,53.34,key_11,2,false
read,53.34,key_9,1,false
read,53.34,key_5,2,false
read,55.51,key_17,2,false
read,56.42,key_3,1,false
read,53.49,key_2,1,false
read,53.56,key_7,1,false
read,53.64,key_14,2,false
read,52.02,key_0,1,false
read,61.49,key_11,3,false
write,312.42,key_8,4,false
read,54.68,key_8,4,false
read,54.79,key_13,3,false
read,54.73,key_8,4,false
read,54.21,key_15,3,false
read,52.83,key_1,1,false
read,54.78,key_11,2,false
read,53.75,key_16,5,false
read,53.76,key_11,3,false
read,53.67,key_15,3,false
read,53.74,key_16,5,false
read,52.31,key_7,1,false
read,54.75,key_18,7,false
write,307.47,key_9,2,false
write,308.33,key_11,3,false
read,52.10,key_1,2,false
read,52.14,key_9,2,false
read,51.80,key_10,4,false
read,53.94,key_14,3,false
write,307.62,key_19,4,false
write,307.89,key_1,2,false
read,59.58,key_17,2,false
read,55.81,key_1,2,false
read,52.33,key_12,2,false
read,55.08,key_19,4,false
read,54.85,key_4,5,false
read,55.09,key_12,2,false
read,57.38,key_7,1,false
read,52.72,key_19,4,false
read,51.63,key_18,7,false
read,53.12,key_17,2,false
read,53.06,key_19,4,false
read,52.96,key_5,2,false
read,53.04,key_6,4,false
read,57.70,key_9,2,false
read,51.97,key_9,2,false
read,52.62,key_8,4,false
read,52.66,key_18,7,false
read,54.03,key_17,2,false
read,54.09,key_6,4,false
read,53.05,key_17,2,false
read,57.19,key_9,2,false
write,304.08,key_14,3,false
write,304.17,key_11,4,false
read,53.61,key_7,1,false
read,51.54,key_4,4,false
read,56.27,key_0,1,false
read,53.70,key_15,3,false
read,52.56,key_4,5,false
read,55.50,key_2,1,false
write,303.77,key_13,4,false
read,54.52,key_1,2,false
read,51.91,key_13,4,false
read,51.89,key_14,3,false
write,307.94,key_4,5,false
read,51.83,key_9,2,false
read,51.02,key_14,3,false
read,57.01,key_16,5,false
read,51.78,key_5,2,false
read,55.45,key_1,2,false
read,51.85,key_4,5,false
read,51.88,key_1,2,false
read,53.25,key_11,4,false
read,53.30,key_0,1,false
read,54.32,key_7,1,false
read,55.01,key_17,2,false
read,56.36,key_9,2,false
read,55.27,key_17,2,false
read,53.97,key_11,4,false
read,51.77,key_15,3,false
read,51.85,key_6,4,false
read,51.82,key_9,2,false
read,51.77,key_16,5,false
read,52.55,key_12,2,false
read,54.72,key_6,4,false
read,52.08,key_8,4,false
read,52.05,key_11,4,false
read,53.56,key_6,4,false
read,55.08,key_10,5,false
read,56.61,key_11,4,false
read,52.06,key_17,2,false
read,52.15,key_3,1,false
read,52.15,key_9,2,false
read,53.92,key_14,3,false
write,305.94,key_10,5,false
read,53.61,key_0,2,false
read,53.59,key_3,1,false
read,52.57,key_17,2,false
read,53.33,key_14,3,false
read,52.34,key_0,1,false
read,52.31,key_8,4,false
read,52.13,key_4,5,false
read,58.83,key_3,1,false
write,310.55,key_18,8,false
read,54.68,key_7,2,false
write,312.69,key_16,6,false
read,55.36,key_18,8,false
read,51.68,key_8,4,false
write,309.00,key_0,2,false
write,306.91,key_9,3,false
read,53.87,key_2,1,false
read,53.99,key_18,8,false
read,53.17,key_15,3,false
read,53.36,key_12,2,false
read,60.45,key_0,2,false
read,61.62,key_4,5,false
read,53.91,key_7,1,false
read,54.54,key_8,4,false
read,55.61,key_9,3,false
read,55.69,key_7,2,false
read,55.82,key_13,4,false
read,55.80,key_3,1,false
read,55.88,key_6,4,false
read,51.74,key_0,2,false
write,309.15,key_9,4,false
read,53.80,key_19,4,false
read,52.74,key_10,5,false
read,55.71,key_6,4,false
read,56.84,key_0,2,false
read,51.68,key_14,3,false
write,309.08,key_7,2,false
read,53.70,key_5,2,false
read,59.95,key_11,4,false
read,52.60,key_17,2,false
read,52.62,key_5,2,false
read,53.32,key_9,4,false
read,52.43,key_3,1,false
read,52.87,key_3,1,false
read,52.87,key_6,4,false
read,56.56,key_13,4,false
read,53.53,key_6,4,false
read,52.48,key_8,4,false
read,52.34,key_10,5,false
read,53.75,key_3,1,false
read,54.04,key_0,2,false
read,54.07,key_18,8,false
read,53.06,key_10,5,false
write,305.07,key_19,5,false
read,52.49,key_16,6,false
read,52.81,key_12,2,false
read,53.60,key_19,5,false
read,53.65,key_18,9,false
write,305.69,key_18,9,false
read,55.10,key_11,4,false
read,54.30,key_17,3,false
write,308.03,key_4,6,false
read,52.91,key_17,3,false
read,53.41,key_7,2,false
read,53.19,key_9,4,false
read,53.14,key_7,2,false
read,52.98,key_12,2,false
read,56.72,key_3,1,false
write,307.46,key_17,3,false
read,51.47,key_16,6,false
read,51.83,key_1,2,false
read,54.38,key_11,4,false
read,52.12,key_9,4,false
read,57.93,key_8,4,false
read,51.84,key_17,4,false
read,51.78,key_7,2,false
read,52.29,key_4,6,false
write,303.77,key_2,2,false
read,52.64,key_4,6,false
read,53.07,key_3,1,false
