type,latency_ms,key,version,stale
read,8.57,key_13,75,false
read,8.58,key_15,65,false
read,8.77,key_13,75,false
read,8.62,key_11,68,false
read,1.11,key_1,74,false
read,3.25,key_8,76,false
write,320.30,key_14,67,false
write,329.03,key_18,70,false
write,329.15,key_11,70,false
write,329.29,key_0,65,false
write,320.29,key_14,67,false
write,329.31,key_15,66,false
write,329.11,key_11,69,false
write,317.23,key_17,65,false
write,329.22,key_9,67,false
write,319.39,key_16,88,false
read,1.22,key_5,72,false
read,1.31,key_9,67,false
read,1.33,key_19,78,false
read,1.30,key_10,66,false
read,1.45,key_13,75,false
read,0.54,key_12,65,false
read,1.83,key_11,69,true
read,0.57,key_3,72,false
read,1.98,key_3,72,false
write,348.90,key_8,77,false
write,349.85,key_5,73,false
write,347.87,key_18,71,false
write,351.43,key_19,79,false
write,349.68,key_2,81,false
write,351.79,key_5,73,false
write,351.75,key_19,79,false
write,350.08,key_15,67,false
write,352.14,key_12,66,false
write,350.78,key_6,61,false
read,3.31,key_8,77,false
read,3.88,key_5,73,false
read,4.59,key_13,75,false
read,4.24,key_12,66,false
read,1.59,key_5,73,false
read,8.26,key_19,79,false
read,5.79,key_5,73,false
read,6.61,key_14,67,false
write,313.26,key_7,67,false
write,312.85,key_9,68,false
write,313.23,key_9,68,false
write,313.01,key_10,67,false
write,309.34,key_1,75,false
write,309.35,key_7,68,false
write,309.59,key_7,67,false
write,313.16,key_1,75,false
read,1.10,key_3,71,false
read,1.11,key_1,75,false
read,1.05,key_8,77,false
read,1.10,key_16,88,false
read,0.88,key_3,72,false
read,0.90,key_7,67,true
read,0.99,key_4,70,false
read,0.49,key_8,77,false
read,1.69,key_16,88,false
read,1.27,key_19,79,false
read,0.61,key_3,73,false
read,0.32,key_7,68,false
write,312.59,key_0,66,false
read,0.47,key_19,79,false
write,305.02,key_3,73,false
write,312.54,key_0,67,false
write,312.17,key_1,76,false
write,314.70,key_14,68,false
write,314.79,key_15,68,false
write,312.42,key_12,67,false
write,310.55,key_2,82,false
write,311.45,key_17,66,false
read,2.56,key_17,66,false
read,2.78,key_8,77,false
write,318.43,key_14,68,false
read,3.23,key_19,79,false
read,2.25,key_11,70,false
