type,latency_ms,key,version,stale
read,32.32,key_1,0,false
read,33.09,key_2,0,false
read,33.15,key_18,0,false
read,33.05,key_11,0,false
read,33.22,key_3,0,false
read,33.20,key_15,0,false
read,33.23,key_5,0,false
read,35.04,key_9,0,false
read,34.83,key_0,0,false
read,36.29,key_15,0,false
read,6.56,key_6,0,false
read,6.53,key_2,0,false
read,9.30,key_6,0,false
read,8.52,key_11,0,false
read,8.55,key_13,0,false
read,8.49,key_2,0,false
read,8.57,key_2,0,false
read,5.16,key_2,0,false
read,8.50,key_4,0,false
read,8.96,key_16,0,false
read,3.64,key_5,0,false
read,3.75,key_9,0,false
read,4.35,key_11,0,false
read,4.38,key_17,0,false
read,4.86,key_16,0,false
read,5.45,key_7,0,false
read,5.43,key_0,0,false
read,4.91,key_15,0,false
read,5.43,key_9,0,false
read,5.71,key_4,0,false
read,3.36,key_16,0,false
read,2.76,key_15,0,false
read,3.69,key_6,0,false
read,2.82,key_9,0,false
read,3.52,key_14,0,false
read,4.07,key_11,0,false
read,3.77,key_5,0,false
read,3.87,key_18,0,false
read,3.89,key_9,0,false
read,3.75,key_4,0,false
read,2.54,key_17,0,false
read,3.33,key_16,0,false
read,3.15,key_8,0,false
read,3.14,key_4,0,false
read,3.33,key_17,0,false
read,3.42,key_10,0,false
read,3.44,key_13,0,false
read,3.57,key_4,0,false
read,2.77,key_18,0,false
read,3.98,key_18,0,false
read,4.09,key_14,0,false
read,3.64,key_1,0,false
read,3.11,key_18,0,false
read,3.13,key_13,0,false
read,3.21,key_6,0,false
read,2.99,key_3,0,false
read,2.94,key_17,0,false
read,2.26,key_9,0,false
read,2.62,key_7,0,false
read,2.62,key_0,0,false
read,2.68,key_11,0,false
read,2.37,key_19,0,false
read,3.96,key_4,0,false
read,4.44,key_3,0,false
read,2.27,key_4,0,false
read,3.40,key_2,0,false
read,2.82,key_3,0,false
read,4.03,key_11,0,false
read,3.00,key_5,0,false
read,3.04,key_1,0,false
read,3.85,key_4,0,false
read,3.15,key_11,0,false
read,3.28,key_10,0,false
read,3.28,key_4,0,false
read,2.59,key_15,0,false
read,3.27,key_6,0,false
read,3.34,key_8,0,false
read,2.80,key_2,0,false
read,2.87,key_6,0,false
read,2.84,key_12,0,false
read,2.08,key_0,0,false
read,2.14,key_3,0,false
read,3.04,key_5,0,false
read,2.72,key_12,0,false
read,2.22,key_2,0,false
read,2.22,key_14,0,false
read,2.27,key_16,0,false
read,2.64,key_16,0,false
read,2.67,key_13,0,false
read,2.67,key_16,0,false
read,2.02,key_18,0,false
read,2.43,key_9,0,false
read,3.99,key_6,0,false
read,6.65,key_6,0,false
read,6.44,key_2,0,false
read,6.85,key_0,0,false
read,7.85,key_19,0,false
read,10.39,key_12,0,false
read,12.42,key_19,0,false
read,15.21,key_13,0,false
read,13.41,key_5,0,false
read,7.97,key_11,0,false
read,14.87,key_8,0,false
read,8.56,key_13,0,false
read,8.59,key_9,0,false
read,14.89,key_18,0,false
read,8.22,key_6,0,false
read,1.93,key_15,0,false
read,3.42,key_14,0,false
read,3.63,key_5,0,false
read,2.68,key_6,0,false
read,3.59,key_5,0,false
read,2.69,key_3,0,false
read,4.43,key_8,0,false
read,3.21,key_5,0,false
read,3.25,key_13,0,false
read,2.48,key_11,0,false
